dataset,split,user,history_length,positive_signal_total,items_for_50pct,items_for_80pct,items_for_90pct
amazon-toys-and-games,valid,106878,4,4.489722080045607,2,2,3
amazon-toys-and-games,valid,107540,2,1.1043528432817928,2,2,2
amazon-toys-and-games,valid,107612,3,11.923503281839645,1,1,1
amazon-toys-and-games,valid,108177,2,1.1619896164305052,2,2,2
amazon-toys-and-games,valid,108536,3,9.991332626810596,2,3,3
amazon-toys-and-games,valid,108674,8,19.797103425429416,4,6,7
amazon-toys-and-games,valid,108829,3,1.0623897692033455,3,3,3
amazon-toys-and-games,valid,109207,8,2.5647104225469337,1,5,7
amazon-toys-and-games,valid,109277,2,2.5743811027155754,1,1,2
amazon-toys-and-games,valid,109540,3,2.020729065943591,2,3,3
amazon-toys-and-games,valid,109688,2,2.646859659906508,2,2,2
amazon-toys-and-games,valid,110046,6,3.332517271533739,4,5,5
amazon-toys-and-games,valid,110703,3,6.936055939803099,1,1,1
amazon-toys-and-games,valid,110713,5,1.670291342916652,2,2,2
amazon-toys-and-games,valid,111598,3,14.267009939658015,2,3,3
amazon-toys-and-games,valid,111692,7,2.1535291152235203,4,5,5
amazon-toys-and-games,valid,111758,4,2.5057088382149155,2,3,3
amazon-toys-and-games,valid,112069,18,4.065277438981777,8,16,16
amazon-toys-and-games,valid,112139,13,4.514458302456958,4,11,13
amazon-toys-and-games,valid,112217,5,5.436373331134119,4,4,4
amazon-toys-and-games,valid,112304,5,0.28263013408226345,2,2,2
amazon-toys-and-games,valid,112436,7,0.3553171443621756,4,4,4
amazon-toys-and-games,valid,112577,3,1.8993891299935852,1,2,2
amazon-toys-and-games,valid,113065,11,3.882074432045969,1,7,7
amazon-toys-and-games,valid,113221,4,3.4025107086766258,4,4,4
amazon-toys-and-games,valid,114228,27,27.087035678807943,16,23,25
amazon-toys-and-games,valid,115053,9,2.8621216261794817,6,6,8
amazon-toys-and-games,valid,115325,4,2.086028260951645,4,4,4
amazon-toys-and-games,valid,115688,7,2.819903045280805,2,4,5
amazon-toys-and-games,valid,116082,6,2.4323595340188042,1,2,2
amazon-toys-and-games,valid,116607,12,0.6228181124737229,8,10,12
amazon-toys-and-games,valid,116779,6,1.5563064617105637,4,5,5
amazon-toys-and-games,valid,116979,3,0.5636768848102524,2,2,2
amazon-toys-and-games,valid,117845,12,60.938042189109076,3,9,11
amazon-toys-and-games,valid,119202,6,1.006030783132831,2,5,5
amazon-toys-and-games,valid,119311,4,33.67867285203986,2,3,4
amazon-toys-and-games,valid,119345,17,4.052262402215675,5,12,15
amazon-toys-and-games,valid,119534,7,1.6879153685518284,2,7,7
amazon-toys-and-games,valid,120346,6,2.152497221837662,6,6,6
amazon-toys-and-games,valid,120593,4,0.7241145502849122,2,2,2
amazon-toys-and-games,valid,120814,5,1.2507875966111448,4,4,5
amazon-toys-and-games,valid,121090,3,0.30802536170816686,3,3,3
amazon-toys-and-games,valid,121435,3,1.8824181646122926,1,2,2
amazon-toys-and-games,valid,121564,10,7.0088112538864396,3,7,10
amazon-toys-and-games,valid,122166,8,5.0071593137516865,1,6,7
amazon-toys-and-games,valid,122232,19,0.8409517477267324,1,7,7
amazon-toys-and-games,valid,122669,4,0.6628308599872589,4,4,4
amazon-toys-and-games,valid,122700,5,25.713336779302384,1,3,4
amazon-toys-and-games,valid,122745,2,0.4914504192493779,2,2,2
amazon-toys-and-games,valid,122811,7,2.61770329599371,4,4,6
amazon-toys-and-games,valid,123925,11,14.538843519211806,3,9,9
amazon-toys-and-games,valid,124074,4,0.38611191413756546,3,3,4
amazon-toys-and-games,valid,124466,3,4.866308016886977,2,3,3
amazon-toys-and-games,valid,124985,6,2.3455450203965906,3,3,3
amazon-toys-and-games,valid,125448,5,0.9374186006814822,1,1,1
amazon-toys-and-games,valid,125647,6,2.622084605518024,3,3,3
amazon-toys-and-games,valid,125755,8,36.86102813288201,5,7,8
amazon-toys-and-games,valid,126852,4,7.445374128075071,4,4,4
amazon-toys-and-games,valid,126976,3,0.7947005861667975,1,1,2
amazon-toys-and-games,valid,127494,9,6.920592464661161,7,9,9
amazon-toys-and-games,valid,127534,2,0.2099775286811149,1,1,1
amazon-toys-and-games,valid,127933,12,9.85627045675196,4,10,11
amazon-toys-and-games,valid,127959,10,6.309249138186247,4,9,9
amazon-toys-and-games,valid,128003,3,4.791110841831095,3,3,3
amazon-toys-and-games,valid,128008,4,0.1347376005038291,4,4,4
amazon-toys-and-games,valid,128300,4,1.8655076607458865,3,4,4
amazon-toys-and-games,valid,129390,5,3.445363250061932,4,5,5
amazon-toys-and-games,valid,129596,24,22.179285214610864,8,9,10
amazon-toys-and-games,valid,129772,4,2.422782455358563,3,3,3
amazon-toys-and-games,valid,129829,3,1.0297451047517883,2,3,3
amazon-toys-and-games,valid,129956,3,1.9324023820066025,2,3,3
amazon-toys-and-games,valid,130060,3,2.2825496873804485,3,3,3
amazon-toys-and-games,valid,130468,4,0.8560503034744311,4,4,4
amazon-toys-and-games,valid,130882,7,3.6863504525221846,5,5,5
amazon-toys-and-games,valid,131359,30,14.57883261337119,7,21,21
amazon-toys-and-games,valid,131708,5,2.485514439265934,3,4,4
amazon-toys-and-games,valid,131966,3,3.5441474992807547,2,3,3
amazon-toys-and-games,valid,132001,6,3.577362500490933,2,6,6
