source_table,dataset,split,cohort,lag_bin,lag_start,lag_end,metric,mean,ci_low,ci_high,n_users,n_positions,units,status,lag,mean_margin_influence,help_percent,hurt_percent,neutral_percent,recent_items,mean_percent,median_percent,q25_percent,q75_percent
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,2,2,2,excess_cosine,0.02906582180164858,0.013979136670645353,0.047359616401000594,288,288,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,2,2,2,raw_cosine_z,0.5980492710751603,0.35156270371383136,0.8957470783318187,288,288,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,2,2,2,random_cosine_z,0.11743240912871153,0.07543389427496977,0.16229920083643848,288,288,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,2,2,2,excess_cosine_z,0.4806168619464487,0.23115151689896563,0.7831132514665539,288,288,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,2,2,2,raw_cluster_match,0.15625,0.11458333333333333,0.2013888888888889,288,288,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,2,2,2,random_cluster_match,0.06163194444444445,0.05485677083333333,0.06927083333333334,288,288,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,2,2,2,excess_cluster_match,0.09461805555555555,0.0546875,0.13750434027777775,288,288,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,3-4,3,4,raw_cosine,0.10965859727326056,0.09764177331740534,0.12390278853959494,288,576,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,3-4,3,4,random_cosine,0.09118227246088079,0.08866476483025407,0.09384844091691776,288,576,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,3-4,3,4,excess_cosine,0.01847632481237977,0.007077923405934901,0.031870431835421986,288,576,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,3-4,3,4,raw_cosine_z,0.38458883680599293,0.18588507196358736,0.6201231545386623,288,576,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,3-4,3,4,random_cosine_z,0.07907422544463083,0.037446067616682295,0.12316055906030073,288,576,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,3-4,3,4,excess_cosine_z,0.30551461136136215,0.11703675057502787,0.5269923913436337,288,576,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,3-4,3,4,raw_cluster_match,0.08854166666666667,0.0642361111111111,0.11458333333333333,288,576,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,3-4,3,4,random_cluster_match,0.05980902777777778,0.05407769097222222,0.06597439236111112,288,576,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,3-4,3,4,excess_cluster_match,0.028732638888888884,0.0040755208333333294,0.05564236111111111,288,576,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,5-8,5,8,raw_cosine,0.1049628445446918,0.09775294804041752,0.11388867814239347,288,1152,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,5-8,5,8,random_cosine,0.09247925160646749,0.08989890311188194,0.09489938312916718,288,1152,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,5-8,5,8,excess_cosine,0.01248359293822432,0.005839918532122587,0.021401167082512978,288,1152,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,5-8,5,8,raw_cosine_z,0.30694238468492535,0.18772339763923881,0.4545351884686545,288,1152,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,5-8,5,8,random_cosine_z,0.10052037794689757,0.05785311724946873,0.14053837660784158,288,1152,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,5-8,5,8,excess_cosine_z,0.20642200673802782,0.09656576504478782,0.35387823662380075,288,1152,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,5-8,5,8,raw_cluster_match,0.0798611111111111,0.0625,0.09809027777777778,288,1152,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,5-8,5,8,random_cluster_match,0.06297743055555555,0.057421875000000004,0.06888129340277778,288,1152,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K8,5-8,5,8,excess_cluster_match,0.016883680555555555,-0.0004796006944444472,0.03459418402777776,288,1152,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,1,1,1,raw_cosine,0.1724317202610629,0.13496560828760265,0.21417278517835905,105,105,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,1,1,1,random_cosine,0.089945185787621,0.08595222701806397,0.09416044846265799,105,105,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,1,1,1,excess_cosine,0.0824865344734419,0.04435186122677156,0.12448690981116323,105,105,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,1,1,1,raw_cosine_z,1.422571577870787,0.8030520167552846,2.112779471243202,105,105,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,1,1,1,random_cosine_z,0.05861842278694816,-0.007407004837369023,0.12831974872851717,105,105,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,1,1,1,excess_cosine_z,1.3639531550838386,0.733378622829315,2.0584488666843175,105,105,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,1,1,1,raw_cluster_match,0.20952380952380953,0.14285714285714285,0.2857142857142857,105,105,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,1,1,1,random_cluster_match,0.06333333333333334,0.05095238095238095,0.0762023809523809,105,105,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,1,1,1,excess_cluster_match,0.1461904761904762,0.07428571428571429,0.22476190476190475,105,105,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,2,2,2,raw_cosine,0.12347536470208849,0.10033832770727931,0.1509234062019026,105,105,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,2,2,2,random_cosine,0.09304291166010357,0.08872664982009501,0.09735502727152334,105,105,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,2,2,2,excess_cosine,0.03043245304198492,0.007427077668142461,0.05816129559207529,105,105,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,2,2,2,raw_cosine_z,0.6130555028856196,0.23047385110678123,1.0669216162280029,105,105,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,2,2,2,random_cosine_z,0.10984075870309469,0.03846936466370598,0.18114359292721824,105,105,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,2,2,2,excess_cosine_z,0.503214744182525,0.12281017845133543,0.9617240332980218,105,105,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,2,2,2,raw_cluster_match,0.12380952380952381,0.06666666666666667,0.19047619047619047,105,105,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,2,2,2,random_cluster_match,0.051428571428571435,0.04047619047619048,0.06285714285714286,105,105,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,2,2,2,excess_cluster_match,0.07238095238095238,0.01095238095238095,0.13619047619047617,105,105,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,3-4,3,4,raw_cosine,0.09724742679280185,0.0879446643195115,0.10739044209487648,105,210,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,3-4,3,4,random_cosine,0.09071336211193176,0.0869785266884026,0.09484978540667466,105,210,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,3-4,3,4,excess_cosine,0.00653406468087009,-0.0023454565619162857,0.016794918056666136,105,210,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,3-4,3,4,raw_cosine_z,0.1793643690408277,0.0255388712497281,0.34708383757763056,105,210,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,3-4,3,4,random_cosine_z,0.07132057505813744,0.009563336835435513,0.13971825523275286,105,210,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,3-4,3,4,excess_cosine_z,0.10804379398269028,-0.03878321350459716,0.27771176979364803,105,210,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,3-4,3,4,raw_cluster_match,0.07142857142857142,0.0380952380952381,0.11428571428571428,105,210,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,3-4,3,4,random_cluster_match,0.05619047619047619,0.04618452380952382,0.06595238095238096,105,210,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,3-4,3,4,excess_cluster_match,0.015238095238095233,-0.020482142857142862,0.05667261904761902,105,210,probability_difference,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,5-8,5,8,raw_cosine,0.10660889241844415,0.09545167710493496,0.11836551825349617,105,420,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,5-8,5,8,random_cosine,0.09234883872171243,0.08859720950591422,0.09613181124042187,105,420,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,5-8,5,8,excess_cosine,0.014260053696731726,0.004062613504384423,0.0249914026364041,105,420,cosine,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,5-8,5,8,raw_cosine_z,0.33416055071839385,0.14967081398796683,0.5285618187947282,105,420,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,5-8,5,8,random_cosine_z,0.09836394033243434,0.03632900895535966,0.16091714777928728,105,420,within_subset_z,estimated,,,,,,,,,,
alignment_summary.csv,amazon-all-beauty,test,fixed_K16,5-8,5,8,excess_cosine_z,0.23579661038595948,0.06717720101303859,0.41324444884842293,105,420,within_subset_z,estimated,,,,,,,,,,
