dataset,split,user,history_length,old_count,old_fraction,old_item_auc,old_preference_proxy_auc,preference_minus_item_auc,recent_margin,full_margin,full_minus_recent_margin,low_alignment_old_fraction,low_alignment_old_cluster_excess
amazon-toys-and-games,valid,158859,17,7,0.4117647058823529,0.45,0.95,0.49999999999999994,-0.23317420482635498,-0.2871417999267578,-0.05396759510040283,0.17647058823529413,0.5499999999999999
amazon-toys-and-games,valid,161581,12,2,0.16666666666666666,0.3,0.45,0.15000000000000002,3.849062919616699,3.3464062213897705,-0.5026566982269287,0.16666666666666666,-0.025
amazon-toys-and-games,valid,163621,21,11,0.5238095238095238,1.0,0.95,-0.050000000000000044,8.802987098693848,8.360058784484863,-0.4429283142089844,0.047619047619047616,0.0
amazon-toys-and-games,valid,164459,15,5,0.3333333333333333,0.8,0.275,-0.525,1.81315279006958,1.8821699619293213,0.06901717185974121,0.06666666666666667,-0.05
amazon-toys-and-games,valid,167507,19,9,0.47368421052631576,0.1,0.3,0.19999999999999998,-1.6325318813323975,-1.7666923999786377,-0.13416051864624023,0.21052631578947367,-0.037500000000000006
amazon-toys-and-games,valid,171168,19,9,0.47368421052631576,0.95,0.325,-0.625,2.203216075897217,2.034318447113037,-0.1688976287841797,0.15789473684210525,-0.016666666666666666
amazon-toys-and-games,valid,172806,15,5,0.3333333333333333,0.9,0.5,-0.4,1.0825185775756836,0.9732155203819275,-0.1093030571937561,0.0,nan
amazon-toys-and-games,valid,173935,24,14,0.5833333333333334,0.45,0.15,-0.30000000000000004,3.000581741333008,1.5448286533355713,-1.4557530879974365,0.2916666666666667,0.0
amazon-toys-and-games,valid,174981,12,2,0.16666666666666666,0.35,0.925,0.5750000000000001,-1.3700029850006104,-1.3766202926635742,-0.006617307662963867,0.08333333333333333,1.0
amazon-toys-and-games,valid,175939,14,4,0.2857142857142857,1.0,0.4,-0.6,0.5508167743682861,1.5903735160827637,1.0395567417144775,0.07142857142857142,0.0
amazon-toys-and-games,valid,178261,22,12,0.5454545454545454,0.5,0.35,-0.15000000000000002,0.7808957099914551,0.7696437835693359,-0.01125192642211914,0.09090909090909091,0.0
amazon-toys-and-games,valid,181743,11,1,0.09090909090909091,0.55,0.475,-0.07500000000000007,0.20304489135742188,0.2387782335281372,0.03573334217071533,0.09090909090909091,0.0
amazon-toys-and-games,valid,184717,56,46,0.8214285714285714,0.8,1.0,0.19999999999999996,1.656423568725586,2.426677942276001,0.770254373550415,0.32142857142857145,-0.058333333333333334
amazon-toys-and-games,valid,185322,12,2,0.16666666666666666,0.5,0.45,-0.04999999999999999,1.5725431442260742,1.4122512340545654,-0.1602919101715088,0.16666666666666666,-0.2
