dataset,split,user,history_length,positive_signal_total,items_for_50pct,items_for_80pct,items_for_90pct
amazon:Baby_Products,valid,48128,3,1.07801513671875,1,1,3
amazon:Baby_Products,valid,48386,7,0.6450921527409957,7,7,7
amazon:Baby_Products,valid,48540,7,8.603524521649895,3,6,7
amazon:Baby_Products,valid,48582,2,2.7589238570908368,2,2,2
amazon:Baby_Products,valid,48612,4,0.063317043498411,1,1,1
amazon:Baby_Products,valid,48713,6,0.26497719974841094,6,6,6
amazon:Baby_Products,valid,48762,10,5.690339686506886,8,8,10
amazon:Baby_Products,valid,48928,9,2.75652683064089,2,7,7
amazon:Baby_Products,valid,49041,4,1.6999604823225636,1,3,3
amazon:Baby_Products,valid,49081,4,2.377088229939089,2,2,2
amazon:Baby_Products,valid,49173,2,1.2381186275158897,1,1,1
amazon:Baby_Products,valid,49324,7,1.1322733216366525,4,4,4
amazon:Baby_Products,valid,49546,3,1.1979260460805086,2,2,2
amazon:Baby_Products,valid,49901,4,0.6936392056739936,3,3,3
amazon:Baby_Products,valid,50002,3,0.9223670054290255,3,3,3
amazon:Baby_Products,valid,50174,4,4.515976521120233,1,3,4
amazon:Baby_Products,valid,50326,13,8.232576842227225,4,9,13
amazon:Baby_Products,valid,50430,6,3.489410503840042,3,4,5
amazon:Baby_Products,valid,50463,6,2.987478896318856,2,5,6
amazon:Baby_Products,valid,50485,6,3.20566840737553,5,6,6
amazon:Baby_Products,valid,50575,4,4.893597929356462,3,4,4
amazon:Baby_Products,valid,50745,7,1.5989919888771185,2,2,2
amazon:Baby_Products,valid,50808,6,2.835652186506885,4,4,5
amazon:Baby_Products,valid,51049,10,7.307526152012711,6,9,10
amazon:Baby_Products,valid,51060,3,3.6194054555084745,3,3,3
amazon:Baby_Products,valid,51263,3,11.698324533236228,1,1,1
amazon:Baby_Products,valid,51310,5,0.9713080971927966,2,3,3
amazon:Baby_Products,valid,51320,3,0.8693454548463982,1,1,2
amazon:Baby_Products,valid,51340,4,1.9090958934719278,3,3,3
amazon:Baby_Products,valid,51410,5,1.2448180117849577,1,1,1
amazon:Baby_Products,valid,51417,13,29.744021865068856,11,13,13
amazon:Baby_Products,valid,51447,3,0.7416181144067796,3,3,3
amazon:Baby_Products,valid,51978,4,1.5701705673993644,3,3,3
amazon:Baby_Products,valid,52024,6,3.0105818409030722,4,4,4
amazon:Baby_Products,valid,52060,10,2.8527958239539193,6,6,6
amazon:Baby_Products,valid,52068,3,0.2584576105667373,2,2,2
amazon:Baby_Products,valid,52071,8,8.439969337592691,3,6,8
amazon:Baby_Products,valid,52133,4,3.197889838784428,3,3,3
amazon:Baby_Products,valid,52184,8,2.3791023900953387,1,2,3
amazon:Baby_Products,valid,52268,3,1.006035239009534,2,3,3
amazon:Baby_Products,valid,52288,4,18.199810066869702,2,2,4
amazon:Baby_Products,valid,52292,4,2.7835503012447034,2,2,3
amazon:Baby_Products,valid,52410,4,0.2535512115995763,3,3,3
amazon:Baby_Products,valid,52446,6,1.819483042571504,2,6,6
amazon:Baby_Products,valid,52509,8,2.9244610285354873,2,6,6
amazon:Baby_Products,valid,52735,3,1.1631362139168433,3,3,3
amazon:Baby_Products,valid,52800,4,2.4860594668630824,1,2,2
amazon:Baby_Products,valid,52829,16,13.881502209679557,6,12,15
amazon:Baby_Products,valid,53062,5,2.72676608845339,1,1,1
amazon:Baby_Products,valid,53113,2,2.7394587112685382,1,2,2
amazon:Baby_Products,valid,53226,4,2.339720231395656,1,3,3
amazon:Baby_Products,valid,53261,9,2.4055620613744697,6,8,8
amazon:Baby_Products,valid,53441,5,14.093616964049259,4,4,4
amazon:Baby_Products,valid,53476,8,2.4057832362288134,4,6,6
amazon:Baby_Products,valid,53560,6,0.32310263423596397,3,5,5
amazon:Baby_Products,valid,53591,4,2.55526516154661,2,3,3
amazon:Baby_Products,valid,53716,5,4.079435704118114,2,4,4
amazon:Baby_Products,valid,54041,7,1.3852963205111228,3,3,3
amazon:Baby_Products,valid,54072,3,0.058465886520127075,3,3,3
amazon:Baby_Products,valid,54163,3,0.16258627681408894,3,3,3
amazon:Baby_Products,valid,54189,3,0.5854283219676908,1,1,2
amazon:Baby_Products,valid,54492,5,1.6257798017081568,1,2,2
amazon:Baby_Products,valid,54601,11,4.266283352092161,8,9,9
amazon:Baby_Products,valid,54800,3,0.3492406812764831,1,1,1
amazon:Baby_Products,valid,55093,4,2.646270441604873,2,2,3
amazon:Baby_Products,valid,55168,5,0.9643862966763771,3,3,3
amazon:Baby_Products,valid,55212,4,1.7721880379369703,2,4,4
amazon:Baby_Products,valid,55298,4,2.3396531961731992,4,4,4
amazon:Baby_Products,valid,55612,3,8.539665817002119,1,2,3
amazon:Baby_Products,valid,56072,5,2.4687338618908896,4,5,5
amazon:Baby_Products,valid,56112,4,2.6352971481064618,4,4,4
amazon:Baby_Products,valid,56156,11,2.7659417621159963,2,9,9
amazon:Baby_Products,valid,56306,7,2.6232299804687496,1,1,5
amazon:Baby_Products,valid,56332,3,0.3481757729740466,3,3,3
amazon:Baby_Products,valid,56490,6,3.8801818847656246,4,5,5
amazon:Baby_Products,valid,56605,4,1.0089500297934322,4,4,4
amazon:Baby_Products,valid,56784,3,3.204859846729343,3,3,3
amazon:Baby_Products,valid,56833,12,5.573279429290254,5,9,11
amazon:Baby_Products,valid,56852,9,0.855958479541843,8,9,9
amazon:Baby_Products,valid,56897,3,1.8194261453919491,3,3,3
amazon:Baby_Products,valid,56919,10,1.4967644125728286,7,8,10
amazon:Baby_Products,valid,56952,4,3.1255983514300847,3,3,4
amazon:Baby_Products,valid,57098,5,0.5872724112817795,3,3,3
amazon:Baby_Products,valid,57131,5,1.931298828125,4,5,5
amazon:Baby_Products,valid,57498,10,2.724546891551907,5,5,8
amazon:Baby_Products,valid,57538,2,1.2059764797404662,1,1,1
amazon:Baby_Products,valid,57652,3,1.5742044739804024,2,3,3
amazon:Baby_Products,valid,57705,32,9.658901201668431,13,16,22
amazon:Baby_Products,valid,57819,4,2.3069211798199154,3,4,4
amazon:Baby_Products,valid,57885,4,0.5903390658103814,3,3,3
amazon:Baby_Products,valid,58025,3,1.1037324549788137,1,1,3
amazon:Baby_Products,valid,58056,7,13.037980419094279,4,4,4
amazon:Baby_Products,valid,58101,5,1.3169582560911015,5,5,5
amazon:Baby_Products,valid,58102,5,1.6003351761122881,4,5,5
amazon:Baby_Products,valid,58115,23,15.1017191224179,8,19,22
amazon:Baby_Products,valid,58317,4,5.6037649380958685,1,1,3
amazon:Baby_Products,valid,58470,3,6.857906742419226,2,3,3
amazon:Baby_Products,valid,58593,3,1.1422396385063558,1,3,3
amazon:Baby_Products,valid,58674,3,1.0666832875397245,1,1,1
amazon:Baby_Products,valid,58737,3,0.5969240350238347,1,1,1
amazon:Baby_Products,valid,58779,10,2.8111009500794495,8,9,9
amazon:Baby_Products,valid,58803,9,1.2558911339711334,5,7,7
amazon:Baby_Products,valid,58840,7,2.7239731610831566,4,5,7
amazon:Baby_Products,valid,58928,6,2.58348781779661,1,5,5
amazon:Baby_Products,valid,58980,5,3.2374633789062504,1,4,5
amazon:Baby_Products,valid,59235,3,0.4975223864539195,2,2,2
amazon:Baby_Products,valid,59286,4,3.1160476943193856,3,4,4
amazon:Baby_Products,valid,59352,5,1.7443280753442796,1,1,3
amazon:Baby_Products,valid,59396,3,1.574495373742055,1,1,2
amazon:Baby_Products,valid,59397,6,5.926796916379766,2,4,5
amazon:Baby_Products,valid,59419,4,1.1071566306938558,1,1,1
amazon:Baby_Products,valid,59424,5,1.8860881223516948,4,5,5
amazon:Baby_Products,valid,59451,11,4.608523611295021,7,10,11
